pos x,pos y,vel,dist_to_wall,dist_to_other
353.9867725,405.1984127,4.400688551,2.559490204,44.76777855
352.8244681,401.3696809,4.418440912,2.559490204,44.59846665
352.933518,395.498615,4.436193274,2.559490204,44.46879318
352.4809384,389.5747801,4.453945636,2.559490204,44.27100121
352.8273973,384.2438356,4.471697997,2.559490204,43.96382581
352.266129,380.1075269,4.489450359,2.498549938,43.57174581
352.4906166,375.0563003,4.507202721,2.498549938,43.1740596
352.2403315,368.1187845,4.524955083,2.498549938,42.76190234
352.535014,360.3893557,4.542707444,2.498549938,42.31864667
352.2868852,354.7568306,4.560459806,2.498549938,41.97375547
352.7321937,349.034188,4.578212168,2.559490204,41.76829667
353.0735695,345.6158038,4.595964529,2.559490204,41.55610747
353.0027933,341.849162,4.613716891,2.559490204,41.16972018
353.3583815,335.7976879,4.631469253,2.559490204,40.63314674
352.430137,331.1479452,4.649221614,2.559490204,40.15213891
353.5298913,328.8695652,4.666973976,2.559490204,39.84784905
352.965616,323.2636103,4.684726338,2.559490204,39.64002295
352.9472141,317.9912023,4.7024787,2.559490204,39.36288812
352.5252226,310.1424332,4.720231061,2.559490204,39.0137349
352.726257,305.3882682,4.737983423,2.498549938,38.72181578
351.7375328,298.5643045,4.755735785,2.498549938,38.41070669
352.1971831,293.5915493,4.773488146,2.498549938,37.9659611
351.8134111,285.090379,4.791240508,2.498549938,37.60394881
351.5811966,280.6809117,4.80899287,2.498549938,37.3684679
351.9836957,272.2527174,4.826745232,2.498549938,37.01175471
351.5726744,265.0639535,4.844497593,2.498549938,36.50272807
352.4568966,257.7155172,4.862249955,2.498549938,35.92061474
352.7952756,253.0839895,4.880002317,2.559490204,35.40574147
352.8324022,246.1787709,4.897754678,2.559490204,35.07946059
352.4480874,242.2923497,4.91550704,2.498549938,34.82618945
351.8232044,236.3287293,4.933259402,2.498549938,34.52905655
351.4257703,232.3081232,4.951011763,2.498549938,34.16484032
352.6239067,227.7521866,4.968764125,2.559490204,33.65664217
354.5604396,226.7307692,4.986516487,2.620430231,33.11613992
352.2749326,226.2857143,5.004268849,2.559490204,32.73440279
352.5641026,227.980057,5.02202121,2.559490204,32.36664587
352.740413,229.4277286,5.039773572,2.559490204,31.83617629
353.2884615,230.8205128,5.057525934,2.559490204,31.1972749
353.8909091,231.4363636,5.075278295,2.620430231,30.65886791
354.9097744,231.8796992,vel,2.681370497,30.34019956
355.2402827,231.9893993,4.169907848,2.681370497,30.07979118
355.8782051,232.224359,4.18766021,2.742310762,29.79205192
356.6443769,230.9483283,4.205412572,2.803251028,29.52240867
357.8465909,230.9886364,4.223164934,2.864191294,29.20479073
358.6516854,230.1573034,4.240917295,2.925131559,28.865533
359.0056657,230.3654391,4.258669657,2.925131559,28.60936204
357.8411215,229.4299065,4.276422019,2.803251028,28.40427622
354.3458904,228.0821918,4.29417438,2.681370497,28.13749332
353.8571429,225.4928571,4.311926742,2.620430231,27.81842003
354.6820084,224.9330544,4.329679104,2.620430231,27.58040981
353.5020576,224.8024691,4.347431466,2.620430231,27.32970647
353.0858369,227.6480687,4.365183827,2.559490204,26.84234392
351.9183673,227.5102041,4.382936189,2.498549938,26.18352543
351.4267241,227.3663793,4.400688551,2.498549938,25.6350437
351.8059072,227.6624473,4.418440912,2.437609673,25.29387357
350.5,227.9259259,4.436193274,2.437609673,24.98558066
350.8703704,229.5740741,4.453945636,2.437609673,24.62293382
351.8905473,230.4925373,4.471697997,2.498549938,24.26567185
352.0204082,229.7091837,4.489450359,2.498549938,23.81502848
353.1078431,226.9656863,4.507202721,2.559490204,23.25444291
353.455,224.815,4.524955083,2.559490204,22.8348699
352.6342593,224.0787037,4.542707444,2.559490204,22.56406545
352.5803571,224.0714286,4.560459806,2.559490204,22.18632301
352.9954751,224.4117647,4.578212168,2.559490204,21.62678314
353.2165899,224.9769585,4.595964529,2.559490204,21.00094985
353.7794118,226.5294118,4.613716891,2.559490204,20.44593389
352.8380567,230.805668,4.631469253,2.559490204,19.9835883
352.4291045,232.6380597,4.649221614,2.498549938,19.4886814
351.6654275,233.3234201,4.666973976,2.498549938,18.88660502
350.9965035,234.5559441,4.684726338,2.437609673,18.33761128
350.4311594,237.0905797,4.7024787,2.437609673,18.03580522
350.7132353,239.0735294,4.720231061,2.437609673,17.83282641
350.8041958,241.3811189,4.737983423,2.437609673,17.52327083
350.9249147,243.6860068,4.755735785,2.437609673,17.10579863
352.1265823,245.9620253,4.773488146,2.498549938,16.64079342
352.8988764,249.741573,4.791240508,2.498549938,16.26614975
351.8132678,252.7911548,4.80899287,2.498549938,16.04899576
351.2790123,255.1506173,4.826745232,2.437609673,15.88094968
351.319202,256.7880299,4.844497593,2.437609673,15.69374191
351.9199029,260.9368932,4.862249955,2.498549938,15.51582965
352.3878049,263.8902439,4.880002317,2.498549938,15.27025797
352.7388235,266.9011765,4.897754678,2.559490204,14.91901394
353.3808354,271.3783784,4.91550704,2.559490204,14.53354576
353.7159091,274.5431818,4.933259402,2.620430231,14.0559619
353.5823389,278.5322196,4.951011763,2.620430231,13.46170306
353.1853547,279.0503432,4.968764125,2.559490204,12.82111367
352.5440181,281.462754,4.986516487,2.559490204,12.15198841
352.7045455,283.8818182,5.004268849,2.559490204,11.51104732
353.4123223,284.9597156,5.02202121,2.559490204,11.00862486
353.3398058,286.6917476,5.039773572,2.620430231,10.63975008
354.2997481,289.3627204,5.057525934,2.620430231,10.30674608
353.9495192,294.21875,5.075278295,2.620430231,10.0328747
353.4209354,296.6258352,5.093030657,2.620430231,9.892426267
353.7873832,302.3107477,5.110783019,2.620430231,9.861170918
354.0321101,306.6697248,5.12853538,2.620430231,9.897891076
354.4908257,311.7224771,5.146287742,2.620430231,10.00724759
354.3487298,316.9030023,5.164040104,2.620430231,10.13959668
354.4790698,318.7674419,5.181792466,2.620430231,10.20432107
354.3542601,318.7085202,5.199544827,2.620430231,10.07368138
354.2131868,318.2505495,5.217297189,2.620430231,9.678310101
353.8451025,320.0637813,5.235049551,2.620430231,9.176814337
353.5135747,320.7262443,5.252801912,2.559490204,8.724487609
352.859447,323.4539171,5.270554274,2.559490204,8.40325766
352.5414747,325.3571429,5.288306636,2.559490204,8.267318393
352.5603645,325.1753986,5.306058998,2.559490204,8.234078352
352.8251748,325.2983683,5.323811359,2.559490204,8.177156803
352.5784543,325.559719,5.341563721,2.559490204,8.023843738
352.5811765,325.4823529,5.359316083,2.559490204,7.775384054
352.5636792,325.5990566,5.377068444,2.559490204,7.611527057
352.8762887,330.0438144,5.394820806,2.559490204,7.701043818
353.629156,336.9181586,5.412573168,2.559490204,7.901636924
351.8682171,339.8423773,5.430325529,2.498549938,8.08202517
352.2242744,344.9366755,5.448077891,2.498549938,8.296509062
353.0918367,349.1045918,5.465830253,2.559490204,8.524631355
353.7888041,352.5089059,vel,2.620430231,8.745566367
353.7234043,357.1938534,5.093030657,2.620430231,9.010154583
353.9370629,362.7529138,5.110783019,2.620430231,9.328191229
354.0652174,368.8188406,5.12853538,2.620430231,9.634162578
353.6034063,372.0170316,5.146287742,2.620430231,9.85562587
354.518847,375.4567627,5.164040104,2.620430231,10.02568095
354.838565,378.8856502,5.181792466,2.681370497,10.14627904
354.7252252,382.6126126,5.199544827,2.681370497,10.24087937
355.0686499,387.1304348,5.217297189,2.681370497,10.44763675
354.9093079,391.7279236,5.235049551,2.681370497,10.67812356
353.9648712,394.4074941,5.252801912,2.620430231,10.83960416
354.0050633,400.164557,5.270554274,2.620430231,11.05281781
354.9414758,403.346056,5.288306636,2.681370497,11.30452715
355.2219451,404.3491272,5.306058998,2.681370497,11.51494866
355.5225464,404.9045093,5.323811359,2.681370497,11.66720397
354.5238095,406.5452381,5.341563721,2.681370497,11.79779704
354.7990762,409.9145497,5.359316083,2.681370497,11.985514
355.1877934,414.0657277,5.377068444,2.681370497,12.17584417
355.2418605,416.0139535,5.394820806,2.681370497,12.26319841
355.5373494,417.5710843,5.412573168,2.681370497,12.26211281
355.4190476,418.0071429,5.430325529,2.681370497,12.26419404
355.2867299,420.7345972,5.448077891,2.681370497,12.37110415
354.7157895,424.6842105,5.465830253,2.681370497,12.54492972
353.5707547,427.4339623,5.483582615,2.620430231,12.71422443
353.2824074,432.9212963,5.501334976,2.559490204,12.91976612
353.7604938,436.9925926,5.519087338,2.620430231,13.0986795
354.0904523,437.1457286,5.5368397,2.620430231,13.08228926
353.1570681,431.3481675,5.554592061,2.559490204,12.85373355
352.4005236,426.960733,5.572344423,2.559490204,12.55051027
352.5860349,422.7032419,5.590096785,2.559490204,12.23215894
352.540107,419.1791444,5.607849146,2.498549938,11.84249547
352.3,413.1108108,5.625601508,2.498549938,11.3693899
351.9140625,409.2291667,5.64335387,2.498549938,10.86377155
352.4911243,404.3402367,5.661106232,2.498549938,10.28691476
351.7193548,396.8064516,5.678858593,2.498549938,9.655042387
352.045283,392.4188679,5.696610955,2.498549938,9.118579974
353.3067227,389.5084034,5.714363317,2.559490204,8.683259375
353.1790393,387.0655022,5.732115678,2.559490204,8.268523245
352.9043478,384.2478261,5.74986804,2.559490204,7.816701096
351.8878505,379.7757009,5.767620402,2.498549938,7.327774963
352.2017167,376.1459227,5.785372764,2.498549938,6.92097043
351.9508929,373.2098214,5.803125125,2.498549938,6.622912677
351.2974138,370.1465517,5.820877487,2.498549938,6.359003416
352.440613,366.3103448,5.838629849,2.498549938,6.089573121
352.9904153,361.5079872,5.85638221,2.559490204,5.813414761
353.1388889,357.5185185,5.874134572,2.559490204,5.534423059
353.2111801,351.7236025,5.891886934,2.559490204,5.248012012
350.8715084,347.2178771,5.909639295,2.498549938,4.977953667
351.6600567,342.8640227,5.927391657,2.498549938,4.706558115
353.3774648,337.9690141,5.945144019,2.559490204,4.402227674
353.8366197,332.8,5.962896381,2.620430231,4.144172161
353.9400545,331.6594005,5.980648742,2.620430231,4.027158065
353.8783784,332.0216216,5.998401104,2.620430231,3.959137366
354.0352304,331.7371274,vel,2.620430231,3.770313464
353.8516484,328.9395604,5.483582615,2.620430231,3.344625469
354.7994723,319.9920844,5.501334976,2.681370497,2.746950437
354.7908654,316.4759615,5.519087338,2.681370497,2.162186039
357.4044118,317.9681373,5.5368397,2.742310762,1.678708767
355.3378378,315.5067568,5.554592061,2.742310762,1.405974276
355.0176211,314.6321586,5.572344423,2.681370497,1.331714165
354.9607843,314.8082789,5.590096785,2.681370497,1.322092184
354.9803922,314.8910675,5.607849146,2.681370497,1.326634747
354.8798283,314.9270386,5.625601508,2.681370497,1.321417734
354.8580786,313.5327511,5.64335387,2.681370497,1.308827886
354.558952,313.371179,5.661106232,2.681370497,1.302690062
354.4368308,311.8265525,5.678858593,2.620430231,1.290804735
354.2317328,310.6096033,5.696610955,2.620430231,1.273906244
353.9978587,308.9122056,5.714363317,2.620430231,1.265483137
354.0357143,308.4390756,5.732115678,2.620430231,1.259542396
354.2666667,308.5166667,5.74986804,2.620430231,1.247851698
354.4584222,308.2899787,5.767620402,2.620430231,1.234790824
354.5983087,308.6384778,5.785372764,2.620430231,1.236680296
354.0315126,308.512605,5.803125125,2.620430231,1.250560087
354.1680851,307.4617021,5.820877487,2.620430231,1.286909954
354.2604167,307.6770833,5.838629849,2.620430231,1.38794177
354.6068376,306.042735,5.85638221,2.681370497,1.611927603
354.6844262,304.9610656,5.874134572,2.681370497,1.986793955
354.2616034,303.7995781,5.891886934,2.620430231,2.439419406
353.9469214,301.2335456,5.909639295,2.620430231,2.913811927
353.7264957,297.2606838,5.927391657,2.620430231,3.389298621
354.0334076,294.6481069,5.945144019,2.559490204,3.846333478
351.943038,292.5063291,5.962896381,2.559490204,4.296000078
352.3276231,287.2847966,5.980648742,2.498549938,4.701674703
353.1081678,282.388521,5.998401104,2.559490204,5.009494001
353.9204545,278.0545455,6.016153466,2.620430231,5.233907897
354.0223214,274.1205357,6.033905827,2.620430231,5.439853684
352.9458874,270.1428571,6.051658189,2.559490204,5.776698999
351.9517766,265.6751269,6.069410551,2.498549938,6.482450768
351.5436409,260.0149626,6.087162912,2.498549938,7.541975422
352.4902913,256.961165,6.104915274,2.498549938,8.67855846
351.8255528,252.8796069,6.122667636,2.498549938,9.793496151
351.9245742,248.4817518,6.140419998,2.498549938,10.93209988
352.3381995,241.7956204,6.158172359,2.498549938,12.06349885
351.85,235.41,6.175924721,2.559490204,13.12316617
355.2393365,228.6516588,6.193677083,2.620430231,14.10545112
354.5057471,223.8482759,6.211429444,2.681370497,14.95175492
354.3373206,223.5406699,6.229181806,2.620430231,15.58512753
354.2227603,223.464891,6.246934168,2.620430231,16.11081024
354.1309824,223.0251889,6.26468653,2.620430231,16.61490482
353.9902676,223.1849148,6.282438891,2.620430231,16.98455131
354.1628499,223.2493639,6.300191253,2.620430231,17.13540476
354.2641975,223.1950617,6.317943615,2.620430231,17.12260681
355.1179775,225.4297753,6.335695976,2.681370497,16.96350398
356.49375,231.19375,6.353448338,2.742310762,16.76449982
356.4572368,232.4473684,6.3712007,2.742310762,16.90420778
356.3310811,232.9695946,6.388953061,2.742310762,17.52793163
355.6752412,231.266881,6.406705423,2.742310762,18.26187672
354.9301587,229.2793651,6.424457785,2.681370497,18.63653333
354.8413598,228.2719547,6.442210147,2.681370497,18.60835523
355.1124694,228.3422983,6.459962508,2.742310762,18.4365419
358.0408719,234.7084469,6.47771487,2.803251028,18.17934598
357.0692641,241.1580087,6.495467232,2.803251028,17.98586483
355.8851064,242.5425532,6.513219593,2.742310762,18.02696819
353.9804348,245.3086957,6.530971955,2.681370497,18.17381605
354.5150812,245.2714617,6.548724317,2.620430231,18.30784482
351.867374,245.5517241,6.566476678,2.559490204,18.32113819
351.9310345,250.1517241,6.58422904,2.498549938,18.27036968
351.8813131,250.2247475,6.601981402,2.498549938,18.34860272
351.4019139,251.8779904,6.619733764,2.437609673,18.46247042
351.02331,253.9440559,6.637486125,2.437609673,18.49086736
351.128266,256.6983373,6.655238487,2.437609673,18.46517142
351.547619,260.4338624,6.672990849,2.437609673,18.46345797
351.6507463,262.1761194,6.69074321,2.498549938,18.51708324
352.0067114,265.3590604,6.708495572,2.498549938,18.52178905
353.0885246,267.8360656,6.726247934,2.559490204,18.44506934
353.8703072,271.8566553,6.744000296,2.559490204,18.37453001
352.9314079,275.4079422,6.761752657,2.559490204,18.39831383
353.4571429,277.0734694,6.779505019,2.559490204,18.49944077
352.0737705,280.5327869,vel,2.559490204,18.59149324
352.6916996,283.7114625,6.016153466,2.559490204,18.64211446
353.7631579,287.0075188,6.033905827,2.620430231,18.65973533
355.5510949,289.0109489,6.051658189,2.681370497,18.68596476
356.4947735,290.4425087,6.069410551,2.742310762,18.76601737
356.5361842,291.0855263,6.087162912,2.803251028,18.90140454
356.6776316,292.3552632,6.104915274,2.803251028,19.03502901
357.1324503,293.8907285,6.122667636,2.803251028,19.13792957
356.9494949,294.4444444,6.140419998,2.803251028,19.26329336
356.8513514,295.0945946,6.158172359,2.803251028,19.4353249
356.9530201,295.9228188,6.175924721,2.803251028,19.63156901
356.5732087,296.7227414,6.193677083,2.803251028,19.82891143
356.2776119,297.1791045,6.211429444,2.742310762,19.96536619
356.300578,297.7514451,6.229181806,2.742310762,20.05375761
355.2724719,298.2303371,6.246934168,2.681370497,20.18751095
354.0820106,298.7433862,6.26468653,2.620430231,20.32479655
353.0759494,299.6075949,6.282438891,2.559490204,20.35974948
352.9065657,300.7979798,6.300191253,2.559490204,20.34170812
352.5012594,301.0503778,6.317943615,2.559490204,20.39435605
352.6153846,302.4538462,6.335695976,2.559490204,20.5310928
352.5820513,303.0717949,6.353448338,2.559490204,20.69549021
352.2592593,304.3121693,6.3712007,2.498549938,20.82629488
352.1608579,304.8203753,6.388953061,2.498549938,20.92517182
352.7780679,306.694517,6.406705423,2.559490204,21.06010417
352.5778364,308.8970976,6.424457785,2.559490204,21.24842637
352.4824798,310.4016173,6.442210147,2.559490204,21.3991971
352.8324742,312.1443299,6.459962508,2.559490204,21.43821827
351.9755435,313.6467391,6.47771487,2.498549938,21.43037369
351.5354331,314.9790026,6.495467232,2.498549938,21.44424246
351.7046005,318.3317191,6.513219593,2.498549938,21.43338185
353.080292,323.1289538,6.530971955,2.559490204,21.37168366
354.4089835,329.6572104,6.548724317,2.620430231,21.3396825
353.7494553,335.2984749,6.566476678,2.559490204,21.43312005
351.7873684,339.0715789,6.58422904,2.498549938,21.64106735
352.1171367,340.3123644,6.601981402,2.498549938,21.79610597
353.2149123,345.7105263,6.619733764,2.559490204,21.86210454
353.4606742,349.6719101,6.637486125,2.559490204,21.98906951
353.6759657,352.4506438,6.655238487,2.620430231,22.21586528
353.5414013,355.2399151,6.672990849,2.559490204,22.46216183
353.1627907,357.577167,6.69074321,2.559490204,22.66766589
353.2333333,360.0733333,6.708495572,2.559490204,22.8336984
352.9956427,361.7363834,6.726247934,2.559490204,22.96916551
352.6167401,364.4449339,6.744000296,2.559490204,23.05569476
352.989083,366.4039301,6.761752657,2.559490204,23.14641116
352.4468085,367.8170213,6.779505019,2.498549938,23.34530471
351.8329718,368.6724512,6.797257381,2.498549938,23.656925
351.9431579,368.2778947,6.815009742,2.498549938,24.01612565
352.0663812,368.5396146,6.832762104,2.498549938,24.32750287
352.3592437,368.1911765,6.850514466,2.498549938,24.59718191
352.3795309,368.6162047,6.868266827,2.498549938,24.96865418
352.3146067,369.1775281,6.886019189,2.498549938,25.47880572
352.4365591,370.0752688,6.903771551,2.498549938,25.9651598
352.7055085,371.8029661,6.921523913,2.559490204,26.324074
352.6724138,374.3577586,vel,2.559490204,26.68325915
352.5586354,375.6076759,6.797257381,2.559490204,27.19000805
352.2656904,375.9414226,6.815009742,2.498549938,27.79448416
351.9281046,374.416122,6.832762104,2.498549938,28.31477577
351.9019608,374.2309368,6.850514466,2.498549938,28.72138534
352.1553611,375.5273523,6.868266827,2.498549938,29.05764708
352.1061571,376.4755839,6.886019189,2.498549938,29.26729256
352.5543478,377.776087,6.903771551,2.559490204,29.31559432
352.9930876,379.9815668,6.921523913,2.559490204,29.29185213
352.3881579,382.8837719,6.939276274,2.498549938,29.37144839
352.08061,385.8845316,6.957028636,2.498549938,29.54991488
352.4383562,389.2146119,6.974780998,2.498549938,29.69677374
352.5931818,394.3409091,6.992533359,2.559490204,29.83451911
352.95,396.7181818,7.010285721,2.620430231,29.96097756
355.7272727,400.2214452,7.028038083,2.681370497,30.02076842
355.8085106,404.3120567,7.045790444,2.742310762,30.08582824
355.2982063,406.6053812,7.063542806,2.681370497,30.14788332
355.0021645,408.3917749,7.081295168,2.681370497,30.13897844
354.5336323,409.9865471,7.09904753,2.620430231,30.11681892
353.8697572,409.6269316,7.116799891,2.620430231,30.11452657
353.8134831,410.9280899,7.134552253,2.620430231,30.11347642
353.6343612,411.814978,7.152304615,2.620430231,30.12398022
353.3912088,413.2197802,7.170056976,2.559490204,30.15855372
353.0487805,415.2372506,7.187809338,2.559490204,30.18620929
353.106383,416.5361702,7.2055617,2.559490204,30.13481456
353.1929047,419.0620843,7.223314061,2.559490204,29.96308346
352.9478261,420.6717391,7.241066423,2.559490204,29.73476496
352.6718404,421.8603104,7.258818785,2.559490204,29.5503931
351.8374718,423.986456,7.276571147,2.498549938,29.40237829
351.9370787,425.9483146,7.294323508,2.498549938,29.21637369
352.1334895,428.5948478,7.31207587,2.498549938,29.01067845
351.6399083,431.0688073,7.329828232,2.498549938,28.86433564
351.625,432.2181818,7.347580593,2.498549938,28.75804586
351.2272727,434.3354978,7.365332955,2.437609673,28.62646627
351.6203091,435.4878587,7.383085317,2.498549938,28.40912494
351.6615385,436.0945055,7.400837679,2.498549938,28.16419255
351.5066667,435.9177778,7.41859004,2.498549938,28.02758125
351.6302895,435.8084633,7.436342402,2.498549938,27.92265652
351.6422414,435.5237069,7.454094764,2.498549938,27.74081119
352.5107296,436.7660944,7.471847125,2.498549938,27.52320896
352.8209607,438.010917,7.489599487,2.559490204,27.27858557
354.2771363,441.0207852,7.507351849,2.620430231,26.94269485
354.3069977,443.3747178,7.52510421,2.620430231,26.6005191
353.803532,444.5783664,7.542856572,2.620430231,26.36155274
352.8526077,447.4557823,7.560608934,2.559490204,26.10076721
354.0590909,450.1113636,7.578361296,2.620430231,25.76835242
354.9252137,452.7371795,7.596113657,2.681370497,25.44279417
355.699784,455.2958963,7.613866019,2.742310762,25.10959689
356.1389474,457.64,7.631618381,2.742310762,24.76311702
356.1181435,458.7869198,7.649370742,2.742310762,24.40119808
355.8611111,460.5149573,7.667123104,2.742310762,24.02243868
356.1333333,461.9311828,7.684875466,2.742310762,23.69406062
356.5575221,463.8384956,7.702627827,2.742310762,23.38228883
356.537797,466.012959,7.720380189,2.803251028,22.97094989
357.6637744,470.5292842,7.738132551,2.803251028,22.47693686
358.0387097,476.1268817,7.755884913,2.864191294,21.95037603
359.3073497,482.0690423,7.773637274,2.925131559,21.47690628
359.4248826,486.6971831,7.791389636,2.925131559,21.16831307
359.0763889,494.2453704,7.809141998,2.925131559,20.85862806
359.8395062,506.0716049,7.826894359,2.803251028,20.38291737
359.6191589,512.0070093,7.844646721,2.315729141,19.85474869
359.5531915,521.427896,7.862399083,1.828207254,19.34998598
359.2189616,528.3363431,7.880151445,1.401625514,18.83435318
358.8826531,534.1530612,7.897903806,1.157864571,18.26300158
358.9179954,532.3485194,7.915656168,1.096924305,17.66748348
358.4860814,531.8586724,7.93340853,1.157864571,17.13608796
359.0593407,532.2043956,7.951160891,1.157864571,16.73455594
359.2197309,532.044843,7.968913253,1.157864571,16.44863931
359.0835214,532.2799097,7.986665615,1.157864571,16.1706495
359.3114035,531.7872807,8.004417976,1.157864571,15.84116586
360.284141,531.845815,8.022170338,1.157864571,15.47953448
360.1193059,531.7895879,8.0399227,1.157864571,15.10317038
359.7478261,531.3695652,8.057675062,1.218804836,14.66767644
360.1535088,531.247807,8.075427423,1.218804836,14.14514253
360.5622318,532.0128755,8.093179785,1.157864571,13.5883764
361.1316397,533.6535797,vel,1.096924305,13.0687991
363.3273138,533.5056433,6.939276274,1.035984039,12.5785081
363.1482301,533.6017699,6.957028636,1.035984039,12.06172682
363.0330396,534.2885463,6.974780998,1.035984039,11.57254155
363.1300448,534.0538117,6.992533359,1.035984039,11.20661632
362.9063181,533.5511983,7.010285721,1.035984039,10.90028807
363.0454545,533.5887446,7.028038083,1.035984039,10.50781313
362.7505618,533.9078652,7.045790444,1.035984039,9.947617356
364.5641711,534.6898396,7.063542806,1.340685248,9.38264138
364.6035503,511.443787,7.081295168,2.011028051,9.139883526
