pos x,pos y,ori,major axis len,minor axis len,body area,fg area,img contrast,min fg dist,wing l x,wing l y,wing r x,wing r y,wing l ang,wing l len,wing r ang,wing r len,leg 1 x,leg 1 y,leg 2 x,leg 2 y,leg 3 x,leg 3 y,leg 4 x,leg 4 y,leg 5 x,leg 5 y,leg 6 x,leg 6 y,leg 1 ang,leg 2 ang,leg 3 ang,leg 4 ang,leg 5 ang,leg 6 ang,vel,ang_vel,min_wing_ang,max_wing_ang,mean_wing_length,axis_ratio,fg_body_ratio,contrast,dist_to_wall,dist_to_other,angle_between,facing_angle,leg_dist
694.5205479,459.6986301,2.850235565,37.60266331,15.29660644,438,1476,0.4510612424,15.65247631,727,474,728,466,-0.1234183033,35.48864587,0.1053175072,34.06730063,723,449,,,,,,,,,,,0.6507074687,,,,,,0.2795077164,0.2909539799,0.1214232084,0.1220730585,2.114579507,2.430314872,3.417012326,0.4520367752,5.54556179,3.546542116,2.855339825,1.232006817,0.9319301418
694.4393593,459.6842105,2.851781468,37.10950542,15.40356671,437,1524,0.4580172512,14.21267033,727,474,728,464,-0.1244153864,35.56876654,0.161916353,33.83700113,723,449,,,,,,,,,,,0.6477825937,,,,,,0.1303956371,0.2498365342,0.1196959617,0.1526821664,2.112867219,2.417626309,3.426308902,0.4510533783,5.54556179,3.544304403,2.851186762,1.233323344,0.8880590802
694.6190476,459.8004535,2.834865025,37.37007448,15.61008967,441,1482,0.4371177683,14.21267033,727,474,728,464,-0.1065347705,35.35750553,0.1815784526,33.6440808,723,449,,,,,,,,,,,0.6703576783,,,,,,0.1718385021,0.2882084617,0.11055609,0.1769710753,2.106992916,2.387216835,3.370558327,0.4473277597,5.54556179,3.543171604,2.8588909,1.240070327,0.8661235494
694.4856512,459.9293598,2.837914031,37.47101264,15.9330522,453,1483,0.457058251,14.21267033,727,474,728,464,-0.1047394325,35.42831907,0.182811043,33.76065293,723,449,,,,,,,,,,,0.6697002636,,,,,,0.1041172988,0.1993439995,0.1072155666,0.1804690981,2.106410788,2.371958553,3.31857443,0.4501873639,5.54556179,3.541663005,2.861753324,1.242270471,0.8661235494
694.5505618,459.7820225,2.841478776,37.52262363,15.69782222,445,1498,0.4495151854,14.21267033,727,474,728,464,-0.1128486308,35.4276294,0.1746758539,33.71433301,724,449,,,,,,,,,,,0.6510765309,,,,,,0.1551688352,0.1066676915,0.1108986574,0.1770920974,2.103487028,2.383713008,3.336053624,0.4514614423,5.54556179,3.547100357,2.860736449,1.241207037,0.8880590802
694.8150685,459.7305936,2.837434913,37.47319615,15.59785588,438,1462,0.4497571474,15.65247631,727,474,728,464,-0.1131579356,35.20633146,0.176205639,33.45844453,724,484,723,449,,,,,,,,,-0.3895408591,0.6679345711,,,,,0.2598999081,0.1057231014,0.1142257889,0.1734136351,2.104659477,2.407638864,3.351225753,0.4725019244,5.54556179,3.555195315,2.861597426,1.242867843,0.9319301418
694.2970522,459.4172336,2.839878856,37.50238355,15.39929282,441,1483,0.5409782173,15.65247631,727,474,728,464,-0.1177386536,35.80698081,0.1665674087,34.01309221,679,476,723,449,,,,,,,,,-2.0141725,0.6498630289,,,,,0.3158488883,0.08061810092,0.1155052685,0.1706910856,2.114702203,2.416758872,3.346763134,0.4971634657,5.54556179,3.555403291,2.860689578,1.244624913,0.9689611789
694.4773756,459.7375566,2.841696188,37.41159223,15.62779131,442,1469,0.456940281,16.64331627,727,474,728,464,-0.113385831,35.51251037,0.173423886,33.7925254,723,449,,,,,,,,,,,0.6599443523,,,,,,0.2009698128,0.143797844,0.1106936391,0.1756583333,2.114641761,2.408672492,3.327128287,0.4731261993,5.54556179,3.548822514,2.859714382,1.244846946,0.9991521916
694.520362,459.8348416,2.828601748,37.65011227,15.61254194,442,1458,0.4376460178,16.64331627,727,474,728,464,-0.09826424064,35.43414451,0.1892181526,33.73773415,686,481,722,481,723,449,,,,,,,-1.640521455,-0.3433211502,0.676523817,,,,0.2326768993,0.2984386362,0.1048343308,0.1822295406,2.110530284,2.406759423,3.307868019,0.4455870502,5.54556179,3.543799346,2.860888875,1.245415493,1.014247698
694.4013605,459.8072562,2.840387355,37.53599632,15.57469135,441,1460,0.4501158842,16.64331627,727,474,728,464,-0.1094230108,35.55425811,0.1770579711,33.85923321,728,476,723,449,,,,,,,,,-0.1478954101,0.6625108176,,,,,0.1169780739,0.3225055039,0.1064411267,0.1801099753,2.113980572,2.404107251,3.295157971,0.4417526644,5.54556179,3.546463466,2.861804863,1.245389392,1.030221514
694.4067416,459.5932584,2.834052275,37.42263546,15.69233317,445,1451,0.4291328714,17.69180679,727,474,728,464,-0.1086542444,35.63530128,0.1771058065,33.88106231,686,481,728,476,724,449,,,,,,,-1.637466139,-0.1467792932,0.6512905039,,,,0.173276192,0.1893649179,0.124490328,0.1789866528,2.119281821,2.39376511,3.288093011,0.4349870218,5.54556179,3.552932525,2.864758821,1.24579533,1.030612657
694.7368421,459.7414188,2.833259386,37.26132706,15.55502302,437,1451,0.4315664601,15.62049961,726,476,729,464,-0.1712298122,35.23813992,0.1846770271,34.52679399,724,449,,,,,,,,,,,0.6601272665,,,,,,0.2542823807,0.07973686396,0.1646558758,0.1830346587,2.122702912,2.389489441,3.307744382,0.4315392942,5.54556179,3.556115848,2.867610155,1.247263016,1.020148186
694.6275395,459.6681716,2.830548662,37.33647725,15.67258284,443,1475,0.4338913852,18.02775574,725,477,729,464,-0.2075096343,34.96968164,0.1856787742,34.64434699,722,449,,,,,,,,,,,0.6826752845,,,,,,0.1135324104,0.1171840477,0.1765117937,0.1767039523,2.111494947,2.3864446,3.322717995,0.4304902367,5.54556179,3.555850705,2.865250353,1.245429727,1.049401028
694.6068182,459.8977273,2.839958864,37.45981757,15.70138091,440,1457,0.4226117163,17.20465088,726,474,728,465,-0.1205667284,34.41519956,0.1500125995,33.78073088,722,449,,,,,,,,,,,0.6802648562,,,,,,0.2097033821,0.1997567836,0.1474143899,0.1599824088,2.094629343,2.373603602,3.285431423,0.4327332129,5.54556179,3.554115166,2.862247518,1.240656926,1.060995616
694.438326,459.8414097,2.834855754,37.41014013,15.98312046,454,1448,0.451818034,17.20465088,726,475,728,465,-0.1410144684,35.01317076,0.154225662,33.95580976,724,449,,,,,,,,,,,0.6582451825,,,,,,0.1813611986,0.2132425339,0.1447547891,0.1505368927,2.099800864,2.357317281,3.232842176,0.4442050086,5.54556179,3.551646451,2.863952211,1.239121709,1.060995616
694.4026549,459.7765487,2.843671671,37.49561117,15.8725202,452,1465,0.45057225,18.02775574,726,476,728,465,-0.1764234912,35.51890472,0.1436836471,34.00097122,677,471,722,449,,,,,,,,,-2.270870599,0.6702042257,,,,,0.1261621497,0.211559487,0.1492931954,0.159376378,2.118062407,2.37586639,3.240567185,0.4504585996,5.54556179,3.542016648,2.872047539,1.242861762,1.070865505
694.3918919,459.8468468,2.838198683,37.81457758,15.50878646,444,1461,0.4488718645,17.02938652,726,475,729,465,-0.1436440612,35.05268247,0.1555798253,34.98965753,724,449,693,448,,,,,,,,,0.6545571097,1.991144612,,,,,0.04980034975,0.175962732,0.15221179,0.1524606897,2.128590061,2.399607806,3.273638238,0.4455255289,5.54556179,3.514861786,2.886831389,1.258780764,1.080995933
694.5446429,459.71875,2.834498879,37.24858921,15.78598968,448,1466,0.4337861366,18.86796188,726,475,729,465,-0.1451355463,34.97078916,0.1549994612,34.85775721,720,484,724,449,,,,,,,,,-0.4547022734,0.6560959728,,,,,0.1807032252,0.1615817678,0.1437105894,0.1564345611,2.127672642,2.41975439,3.30400613,0.4517000004,5.54556179,3.473724843,2.894205086,1.28095583,1.084226375
694.5116822,460.2009346,2.843170517,37.70253421,14.95210484,428,1447,0.4903558639,16.40122032,726,475,729,465,-0.1409272037,34.79262124,0.1601594969,34.82061301,722,450,,,,,,,,,,,0.6537698872,,,,,,0.2964087892,0.2235232447,0.1373437623,0.1586765678,2.127957544,2.489841354,3.371442094,0.469465238,5.54556179,3.433146898,2.890291074,1.30063685,1.046645419
694.1788235,459.9647059,2.8344105,38.01609181,14.86943473,425,1467,0.4633630874,17.02938652,727,475,728,465,-0.1223850956,36.10110378,0.1593878163,34.19394924,722,450,693,448,,,,,,,,,0.6511165918,1.976186598,,,,,0.1627196765,0.2803833091,0.13125197,0.1559175638,2.131976338,2.521117138,3.401024606,0.4669472888,5.54556179,3.400370681,2.887898371,1.323472642,1.049681662
694.5260771,459.8979592,2.845603268,37.57650085,15.33988591,441,1464,0.4507071166,18.43908882,727,475,728,465,-0.1393104851,35.81378653,0.1447351258,33.86051292,720,482,722,449,,,,,,,,,-0.4186534416,0.67361795,,,,,0.2948208422,0.2937724345,0.1368885122,0.1487713601,2.126505884,2.461925158,3.349515939,0.4527098298,5.54556179,3.355898392,2.893424759,1.340729416,1.090820723
694.2163355,459.6247241,2.837579163,37.77981791,15.79521981,453,1498,0.4460619986,17.69180679,726,475,728,465,-0.146547983,35.30722924,0.1462273724,34.20861844,724,449,,,,,,,,,,,0.6466711531,,,,,,0.2864769499,0.2814301199,0.1434738521,0.1472180036,2.118685404,2.409701364,3.330887239,0.4483574853,5.54556179,3.282621862,2.909186228,1.351147556,0.9428210908
694.2533632,459.6569507,2.847862201,37.43947157,15.564059,446,1512,0.4505988273,8.062257767,726,475,728,465,-0.1564655632,35.25986541,0.1367055377,34.16699679,678,469,724,449,,,,,,,,,-2.326149746,0.6377424453,,,,,0.05471033699,0.3246718506,0.1228960861,0.1494610099,2.11455131,2.40507395,4.168036585,0.4490660624,5.54556179,3.183576272,2.938900793,1.370596861,0.5151937048
694.5782313,459.9455782,2.833162802,37.56336397,15.53856548,441,2904,0.4490045964,0,726,475,728,468,-0.1383649303,34.84197416,0.07194589639,34.37860284,,,,,,,,,,,,,,,,,,,0.8604322295,0.3029497974,0.1302442672,0.1512587657,2.115289546,2.403600072,4.976589101,0.4494457078,5.54556179,3.050536291,3.011395964,1.411510837,0.2005128513
695.638009,458.6334842,2.832451332,37.13834543,15.64354773,442,1479,0.4491748112,5.099019527,727,475,730,461,-0.1718396388,35.37565995,0.2403797384,34.44338571,725,448,694,447,,,,,,,,,0.656600104,2.019819346,,,,,2.13358156,0.231680406,0.1704389906,0.1765324175,2.112459216,2.408395877,4.182126124,0.4609385274,5.606502056,2.916458268,3.081040128,1.464864605,0.1894343691
697.0395349,458.3232558,2.847219712,37.46709183,15.18064212,430,1484,0.4963998909,2.23606801,728,475,730,463,-0.1997117544,35.1662366,0.1534242968,33.29060223,679,470,722,485,726,448,696,444,,,,,-2.27275454,-0.5242502455,0.6367913978,1.937618957,,,1.889960177,0.3193459922,0.1681935637,0.1836943655,2.099191435,2.429611974,3.403289582,0.4774975602,5.667442322,2.83274145,3.067522228,1.518564962,0.2219924313
696.646789,458.0068807,2.834888479,37.39953032,15.52978656,436,1467,0.4680156476,5,729,472,730,462,-0.1015111072,35.24964751,0.1875491301,33.59139304,723,481,725,448,695,446,,,,,,,-0.4107069047,0.645992558,2.013803845,,,,0.4553569649,0.3216236062,0.1321428182,0.1791406344,2.099757556,2.43018314,3.351508279,0.4848347131,5.667442322,2.77866663,3.028234021,1.577711377,0.2725997455
695.4783599,458.1207289,2.838340778,37.56984204,15.42175184,439,1416,0.5069076663,5.656854153,728,473,729,462,-0.1258373038,35.76380547,0.1880399807,33.74535669,,,,,,,,,,,,,,,,,,,1.673400252,0.2508292649,0.1144959417,0.2021036716,2.114460566,2.425237286,3.265710886,0.4826433925,5.728382587,2.722771675,3.017851058,1.636494604,0.3584019075
695.7391304,455.5057208,2.824132709,37.32440369,15.42084854,437,1419,0.44874259,7.211102486,728,470,730,458,-0.1047980519,35.36732721,0.2447855951,34.35154454,678,468,724,445,,,,,,,,,-2.210503694,0.6733702562,,,,,2.552895402,0.3886744396,0.1164460202,0.2167874749,2.124339653,2.430675512,3.258323212,0.4825839573,5.789322853,2.675504508,3.018603784,1.68100011,0.3608364636
694.7345538,455.2860412,2.84408753,37.47583208,15.32270575,437,1448,0.5259429829,3.605551243,727,470,729,459,-0.1303506734,35.46208685,0.1895387287,34.46613258,674,469,709,481,696,442,,,,,,,-2.259735757,-0.766789813,1.773341616,,,,2.002014281,0.4237302631,0.1237474016,0.1977782472,2.120118251,2.434865108,3.264143577,0.4912145369,5.850263119,2.640119559,3.029187982,1.714413594,0.2501932806
694.3558559,454.5112613,2.841707872,37.59566403,15.48719464,444,1413,0.4642295918,2,726,469,728,459,-0.1294902078,34.80338215,0.1672499361,33.9422629,695,441,,,,,,,,,,,1.823042566,,,,,,2.418870236,0.1982471661,0.1152319877,0.1705600238,2.110911556,2.443768601,4.039206015,0.4936314997,5.911203384,2.635617939,3.051209081,1.760275828,0.1158710307
695.047619,451.0975057,2.839989053,38.01998785,15.36633737,441,2857,0.5201238325,0,728,464,729,456,-0.07159686188,35.38832817,0.1582014943,34.30449858,723,441,696,437,,,,,,,,,0.6482560875,1.804945722,,,,,3.30868616,0.1672112185,0.1019557585,0.1685266419,2.109330317,2.451561603,5.623473497,0.4977974332,6.033083916,2.684425727,3.080693552,1.829460541,0.03047012031
696.2045455,451.7909091,2.856466586,37.50828039,15.43400342,440,2796,0.4867124762,0,728,466,730,455,-0.1351391027,34.82598447,0.1904536428,33.94747432,680,467,684,476,711,485,724,442,,,,,-2.102746435,-1.752616949,-0.8665446174,0.6238026603,,,2.134307964,0.3265096208,0.1148165162,0.1717443627,2.108772501,2.458526729,5.592236077,0.495029946,6.094024181,2.756008991,3.088016151,1.92411135,0.03047012031
695.8511628,449.9744186,2.847605855,37.58461959,15.0374876,430,1368,0.486570999,2,728,464,730,455,-0.1173909976,35.0751289,0.1478686709,34.51665614,680,464,724,440,697,437,,,,,,,-2.123235574,0.6345277815,1.776467123,,,,2.196158524,0.4059879122,0.1648860826,0.4427093042,2.236784857,2.478335394,11.80346397,0.5087006417,6.154964447,2.843833278,3.056468066,2.034745247,0.06094024061
697.2807425,448.4918794,2.867538582,37.47103001,15.08304193,431,14868,0.5749480927,0,692,499,732,452,-1.400916119,50.78342734,0.1733533457,34.89604211,322,500,339,508,446,509,685,464,725,438,699,435,-2.731138595,-2.702947583,-2.63123837,-1.966519141,0.635894128,1.718104431,2.966832155,0.4170493449,0.1655543385,0.7547970547,2.36168153,2.486461422,26.45186558,0.5361685336,6.215904713,2.972722497,3.02440515,2.140577976,0.03047012031
696.8119266,447.1100917,2.860658187,37.6067817,15.17736354,436,14664,0.5082069499,0,729,460,731,451,-0.09996498296,34.6730703,0.1676419917,34.40865805,339,506,685,462,688,466,724,437,698,433,338,168,-2.697537141,-1.96049427,-1.726342777,0.6369473142,1.767728675,2.761424654,2.266095803,0.254413881,0.1641153431,0.445438229,2.235677329,2.495901751,27.02436735,0.5404507646,6.337785244,3.109333403,3.008496815,2.231436522,0
696.6604215,446.4098361,2.860886522,37.77530571,14.8508214,427,2705,0.5704410658,0,728,462,731,451,-0.1809068311,35.00317684,0.1478240431,34.6450033,684,461,690,462,715,476,725,436,,,,,-2.004791663,-1.693839249,-0.7352488397,0.6327311284,,,1.547218456,0.1875096192,0.1552773771,0.2246994051,2.162470975,2.518513666,13.21906083,0.5358475893,6.337785244,3.178435905,3.007502873,2.300299762,0
694.2400932,448.0652681,2.843222303,37.58012896,14.97853417,429,2820,0.4943012758,0,,,,,,,,,681,464,,,,,,,,,,,-1.965723663,,,,,,3.474771727,0.3118675445,0.1578194303,0.4370189751,2.30057847,2.50136567,6.44074944,0.5063636588,6.276844978,3.190997244,3.030857698,2.364703644,0
692.2790179,448.5290179,2.84924787,37.98355111,15.54188795,448,2814,0.4664110178,0,,,,,,,,,681,465,720,438,,,,,,,,,-1.878890313,0.6553355817,,,,,3.651972405,0.2463836607,0.1678148174,0.693131119,2.478968512,2.483285381,6.38492061,0.4778917697,6.215904713,3.240378729,3.074702497,2.442264543,0
691.7793427,450.07277,2.846112068,37.76056633,14.88796346,426,2728,0.4844437675,0,709,501,725,454,-0.9492432629,53.75996463,0.1778102045,33.45198358,679,466,720,440,,,,,,,,,-1.951492922,0.6383148157,,,,,2.292215517,0.1137752716,0.1711502598,0.7740172427,2.543253822,2.510274416,6.392899816,0.4795402449,6.154964447,3.374650515,3.108297615,2.531714038,0
691.1670481,450.0411899,2.843239203,38.09704842,15.09080605,437,2833,0.4828624269,0,,,,,,,,,719,439,,,,,,,,,,,0.676007356,,,,,,0.6418545504,0.09556914984,0.1611658126,0.5044513261,2.379329668,2.534763744,6.493642778,0.4808705824,6.154964447,3.575114889,3.10588137,2.620438488,0
693.2920561,449.9065421,2.847100223,37.96840724,14.86800414,428,2827,0.473313708,0,726,462,727,455,-0.0596593892,34.87207079,0.1445214206,34.09059691,694,438,,,,,,,,,,,1.805900278,,,,,,2.851916096,0.189778234,0.1445680061,0.1827741306,2.171405614,2.524188798,12.42211668,0.4819795971,6.094024181,3.77426927,3.107267622,2.687236137,0
695.5674419,452.2,2.832391365,37.32424786,15.14268554,430,12898,0.4984285455,0,,,,,,,,,332,501,325,516,329,526,,,,,,,-2.698963411,-2.661894482,-2.633719969,,,,3.522706512,0.4545169949,0.1073264177,0.1280633704,2.103691225,2.500128853,23.90532521,0.4983042722,6.033083916,3.956521269,3.123187097,2.727524458,0
694.3287037,453.2106481,2.859714894,37.84215222,15.03377186,432,12539,0.52304629,0,726,468,728,459,-0.1549934463,34.95419771,0.1116053201,34.16537413,322,516,350,512,328,527,724,442,,,,,-2.692647253,-2.690609366,-2.66094534,0.6431255116,,,2.857608668,0.6149500849,0.1239843512,0.1399359076,2.104100347,2.481229595,22.80541835,0.5054596023,5.97214365,4.212427871,3.124854585,2.763732487,0.07617530076
695.8838269,455,2.847077466,37.36824573,15.40453059,439,1394,0.4773172837,5,728,470,729,460,-0.1424303201,35.44641838,0.1446633944,33.49150522,724,444,697,441,,,,,,,,,0.6674418125,1.785753145,,,,,3.554404079,0.4678481527,0.1368324387,0.1524674516,2.113694639,2.4558034,9.649620613,0.4980617811,5.850263119,4.531366084,3.125903585,2.814223512,0.2285259023
697.7482993,457.2312925,2.856858835,37.6306592,15.33142391,441,1421,0.5145662671,5,730,473,732,462,-0.1700157199,35.90019962,0.1463976461,34.58207007,724,479,724,447,700,443,,,,,,,-0.4075781455,0.6563626998,1.69860918,,,,5.023483275,0.3243692995,0.1546575477,0.1566235034,2.154916276,2.455006654,3.329718051,0.4928813534,5.667442322,4.819399513,3.124846605,2.866909246,0.3722531694
692.9150485,461.961165,2.84580976,36.65648963,14.74948416,412,1524,0.4650755959,9.433980942,727,478,728,466,-0.1440322536,37.66998994,0.1811715042,35.31665339,724,484,,,,,,,,,,,-0.3209493647,,,,,,4.162932799,0.3497504557,0.1301920784,0.176264808,2.178274514,2.477486533,3.600777189,0.4953384711,5.54556179,5.092375794,3.122134971,2.917846501,0.6470183487
